date,portfolio_value,cash,total_positions,daily_return,cumulative_return,drawdown_pct,sharpe_30d,regime,regime_confidence
2025-01-15,100000.0,100000.0,0,0.0,0.0,0.0,0.0,REFLATION,0.0
2025-01-16,100000.0,100000.0,0,0.0,0.0,0.0,0.0,REFLATION,0.0
2025-01-17,100000.0,100000.0,0,0.0,0.0,0.0,0.0,REFLATION,0.0
